club_name,category,year,source_url,notes
藝術學院學士班系學會,自治性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=1,
竹師教育學院學士班系學會,自治性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=1,
清華學院國際學士班學會,自治性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=1,
學士後醫學系系學會,自治性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=1,
電資院學士班國際組學生會,自治性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=1,
學生議會,自治性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=1,
原住民文化社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
救護與急救推廣社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
福智青年社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
基層文化服務社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
科學服務社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
懷幼社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
親善大使團,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
崇德青年志工社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
耕星社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
照顧與送養貓貓社,服務性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=2,
合唱團,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
人聲樂創社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
鋼琴社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
弦樂社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
直笛魅力四社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
吉他社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
古箏社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
國樂社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
管樂社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
口琴社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
迴聲社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
烏克麗麗社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
DJ社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
嘻哈音樂社,音樂性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=3,
烹飪社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
日本麻將研究社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
西洋棋社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
圍棋社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
RoS甜點廚房,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
思言社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
橋藝社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
象棋社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
飲品藝術研習社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
桌上遊戲社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
魔術社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
卡牌遊戲社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
清檸新聞小組,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
紫微斗數研究社,技藝性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=4,
設計思考與數據分析社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
區塊鏈研究社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
清大音樂文化發展社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
經濟商管學生會,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
TEDxNTHU,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
理財投資研習社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
商業研究社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
ACG蔓延社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
iGEM基因工程研究社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
管理顧問社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
資訊科學研習社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
資料科學社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
霍特獎社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
台灣戰略暨兵棋推演研究社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
多元收入研究社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
精算風險研究社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
永續行動社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
梅竹黑客松籌備委員會,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
生醫工程創新創業社,學術性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=5,
玻璃工藝社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
清華旗隊,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
自造者社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
遊戲創作社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
光畫社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
當代舞蹈社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
表演劇樂部,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
攝影社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
書藝社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
世界民族舞蹈社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
熱門舞蹈社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
光舞藝術社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
花格子手作社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
K-pop韓國舞蹈社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
京劇社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
電影與數位媒體創作社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
獸文化社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
ACGN次文化社,藝術性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=6,
射箭社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
散打搏擊社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
跆拳道社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
瑜珈社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
壘球社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
潛水社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
溜冰社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
擊劍社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
撞球社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
現代弓射箭社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
保齡球社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
匹克球社,體育性A,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=7,
清華紫荊大使,功能性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=8,
梅竹工作會,功能性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=8,
月涵文學獎工作會,功能性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=8,
梅竹籌委會,功能性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=8,
校園導覽小組,功能性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=8,
梅竹火力班,功能性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=8,
南友會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
原住民清華村社,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
僑生聯誼會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
雄友會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
外籍生聯誼會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
轉學生聯誼會同好會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
附友會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
中山校友會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
宜蘭校友會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
港澳同學會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
慈濟青年社,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
教育服務團,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
快樂兒童社,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
課輔志工社,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
羅浮童子軍群,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
藍天社,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
關懷生命社,服務性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=92,
天文社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
慧鐘社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
愛慾實務社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
信望愛社(南大),學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
夢想方程式社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
禪學社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
彩虹同志社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
柏克萊學生團契,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
中國工程師學會清華分會,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
自然保育社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
韓語交流文化學習社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
聖經研習社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
信望愛團契,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
青年領袖研習社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
學園團契社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
禪學社(南大),學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
拾善團,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
閱人咖啡館社,學術性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=95,
空氣槍射擊社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
法輪大法社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
登山社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
劍道社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
自行車社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
柔道社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
網球社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
啦啦隊,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
跑酷社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
慢跑社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
健身社,體育性B,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=97,
雲林嘉義校友會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
NTHU Muslim Students Association,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
越南學生聯誼會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
泰國學生聯誼會同好會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
馬來西亞同學會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
印度學生聯誼會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
日本學生聯誼會,綜合性,114,https://cms.club.nthu.edu.tw/public/cl/clubs.php?cat=9,
