platform,username,name,school,org_type,category_hint,active,notes
facebook,nthulemon,清大清檸新聞小組,nthu,club,技藝性,true,FB搜尋粉專「清檸」（學生會新聞小組；1093讚）
instagram,nthu_lemon_,清大清檸新聞小組,nthu,club,技藝性,true,IG搜尋（清檸；1094粉絲）；linktr.ee/nthu_lemon
instagram,nthu_glasscraft,清大玻璃工藝社,nthu,club,藝術性,true,官方社團系統登錄；IG頁名「清大玻璃工藝社_啵玻璃」（641粉絲）；linktr.ee/nthu_glasscraft；未見FB
instagram,nthu_colorguard,清華旗隊,nthu,club,藝術性,true,官方社團系統登錄；linktr.ee/nthucg僅列IG；未見FB
facebook,nthu.maker,清大自造者社,nthu,club,藝術性,true,官方社團系統登錄網站
instagram,nthu.maker,清大自造者社,nthu,club,藝術性,true,IG搜尋（清大自造者社；88粉絲）
instagram,nthu_gdc,清大遊戲創作社,nthu,club,藝術性,true,IG搜尋（212粉絲）；官網nthugdc.github.io
facebook,https://www.facebook.com/100086091788170/,清大遊戲創作社,nthu,club,藝術性,true,FB搜尋粉專「清大遊戲創作社」（95讚）；另有FB社團groups/nthugdc
facebook,NTHUACGclub2.0,清大光畫社,nthu,club,藝術性,true,官方社團系統登錄；FB頁名「清大光畫社2.0」（1034讚）；主IG未見（僅活動帳號lightart_maidcafe）
facebook,choreography.club,清大當代舞蹈社,nthu,club,藝術性,true,官方社團系統登錄網站
instagram,nthu_contemporarydance,清大當代舞蹈社,nthu,club,藝術性,true,IG搜尋（264粉絲）
instagram,nthu_drama_playground_,清大表演劇樂部,nthu,club,藝術性,true,官方社團系統登錄網站；未見FB
facebook,nthucalligraphy,清大書藝社,nthu,club,藝術性,true,官方社團系統登錄網站
instagram,nthu_calligraphy,清大書藝社,nthu,club,藝術性,true,IG搜尋（國立清華大學書藝社；255粉絲）
facebook,nthufolkdance,清大世界民族舞蹈社,nthu,club,藝術性,true,官方社團系統登錄；另有FB社團groups/178926258812311
instagram,nthu_folkdance,清大世界民族舞蹈社,nthu,club,藝術性,true,IG搜尋（NTHU Folk Dance Club；107粉絲）
facebook,nthupdc,清大熱門舞蹈社,nthu,club,藝術性,true,官方社團系統登錄網站
instagram,nthupdc,清大熱門舞蹈社,nthu,club,藝術性,true,IG搜尋（清大熱舞社｜nthupdc；2520粉絲）
facebook,nthugpc,清大光舞藝術社,nthu,club,藝術性,true,官方社團系統登錄網站
instagram,nthu_light_dance_2014,清大光舞藝術社,nthu,club,藝術性,true,IG搜尋見多篇貼文帳號（頁名：清大光舞藝術社）
instagram,flower.handcrafts,清大花格子手作社,nthu,club,藝術性,true,官方社團系統登錄；IG搜尋（154粉絲192貼文）
facebook,nhcue.creativity.workshop,清大花格子手作社,nthu,club,藝術性,true,FB搜尋粉專「清大花格子手作社」（南大校區前竹師帳號）
facebook,NTHUPekingOpera,清大京劇社,nthu,club,藝術性,true,FB搜尋「清華大學京劇社 NTHU Peking Opera」（327讚）
instagram,nthu.peking_opera,清大京劇社,nthu,club,藝術性,true,IG搜尋（295粉絲；2025京崑聯演貼文）
instagram,nthu_furry,清大獸文化社,nthu,club,藝術性,true,IG搜尋（84粉絲；2026/6正式成立）；linktr.ee/nthufurry
facebook,https://www.facebook.com/profile.php?id=61591363109984,清大獸文化社,nthu,club,藝術性,true,FB搜尋「國立清華大學獸文化社」（125讚；2026/6成立貼文）
instagram,nthu_acgnsub_club,清大ACGN次文化社,nthu,club,藝術性,true,IG搜尋（2026/7創社招募貼文；20粉絲）
facebook,https://www.facebook.com/profile.php?id=61590427416199,清大ACGN次文化社,nthu,club,藝術性,true,unverified；FB搜尋見「清大次文化社」帳號疑為同社但名稱不完全一致
