platform,username,name,school,org_type,category_hint,active,notes
facebook,nctuclubtzuchi,交大慈濟青年社,nycu,club,服務性社團,true,學務處社團介紹頁列出；光復校區
facebook,https://www.facebook.com/profile.php?id=100064606393020,交大汪汪社,nycu,club,服務性社團,true,學務處社團介紹頁列出（無自訂 username）；光復校區
facebook,nycusanfupower,交大Smrangi山福團,nycu,club,服務性社團,true,學務處社團介紹頁列出；光復校區
facebook,NYCUCDYV,交大崇德青年志工社,nycu,club,服務性社團,true,學務處社團介紹頁列出；光復校區
facebook,https://www.facebook.com/groups/nctuccc/,交大學園團契社,nycu,club,服務性社團,true,學務處社團介紹頁列出，為 FB 社團(group)非粉專；光復校區
facebook,nycuhellolove,陽明愛呀，你好！社,nycu,club,服務性社團,true,學務處社團介紹頁列出；陽明校區
instagram,nycuhellolove,陽明愛呀，你好！社,nycu,club,服務性社團,true,學務處社團介紹頁列出；陽明校區
facebook,nymubaseball,陽明棒球社（國立陽明交通大學棒球社）,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
instagram,ym_baseball.strong,陽明棒球社（國立陽明交通大學棒球社）,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
facebook,YMSTteam,陽明軟式網球社,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
instagram,nycu_soft_tennis,陽明軟式網球社,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
facebook,https://www.facebook.com/%E9%99%BD%E6%98%8E%E7%A1%AC%E7%B6%B2%E7%A4%BE-YM-Tennis-100316179065253/,陽明硬式網球社,nycu,club,體能性社團,true,學務處社團介紹頁列出（另有社團 groups/ymtennisclub）；陽明校區
facebook,https://www.facebook.com/profile.php?id=100069446431530,陽明瑜珈社,nycu,club,體能性社團,true,學務處社團介紹頁列出（無自訂 username）；陽明校區
facebook,YMswimmingclub,陽明游泳社,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
instagram,nycu.swimming,陽明游泳社,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
facebook,ym.archery,陽明射箭社（國立陽明交通大學射箭社陽明分部）,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
instagram,ym_archery,陽明射箭社（國立陽明交通大學射箭社陽明分部）,nycu,club,體能性社團,true,學務處社團介紹頁列出；陽明校區
facebook,nycu.gtt,交大女桌社,nycu,club,體能性社團,true,學務處社團介紹頁列出；光復校區
instagram,nycu_sk8,交大滑板社,nycu,club,體能性社團,true,搜尋結果佐證（IG 帳號頁「交大滑板社」）；光復校區
facebook,werideourlife2015,交大單車社,nycu,club,體能性社團,true,學務處社團介紹頁列出；光復校區
facebook,https://www.facebook.com/profile.php?id=100052808006571,交大撞球社,nycu,club,體能性社團,true,學務處社團介紹頁列出（無自訂 username）；光復校區
facebook,JiaoTongDaXueTaiQuanDao,交大跆拳社,nycu,club,體能性社團,true,學務處社團介紹頁列出；光復校區
facebook,NYCUcheer,陽明交大競技啦啦隊,nycu,club,體能性社團,true,學務處社團介紹頁列出；光復校區
instagram,nycu_cheerleading,陽明交大競技啦啦隊,nycu,club,體能性社團,true,搜尋結果佐證（IG 帳號頁「陽明交大競技啦啦隊」）；光復校區
facebook,https://www.facebook.com/groups/1764017393867680/,交大跑酷社,nycu,club,體能性社團,true,學務處社團介紹頁列出，為 FB 社團(group)「交大跑酷#神廟疾走」；光復校區
instagram,parkour_nthu_nctu,交大跑酷社,nycu,club,體能性社團,true,搜尋結果佐證，為清大交大聯合跑酷帳號；光復校區；unverified
facebook,NYCU.Yoga,交大瑜珈社,nycu,club,體能性社團,true,搜尋結果佐證（FB 粉專「交大瑜珈社(Nycu Yoga)」）；學務處頁另列舊粉專 558704051322587；光復校區
facebook,https://www.facebook.com/groups/130432718550/,交大散打搏擊社,nycu,club,體能性社團,true,學務處社團介紹頁列出，為 FB 社團(group)；光復校區
facebook,NCTUArchery,交大射箭社,nycu,club,體能性社團,true,學務處社團介紹頁列出；光復校區
facebook,https://www.facebook.com/profile.php?id=100094242127853,陽明健身社,nycu,club,體能性社團,true,學務處社團列表直接連往此 FB 頁（無自訂 username）；陽明校區
facebook,NycuVulpesRacing,陽明交大青年方程式賽車隊（NYCU Vulpes Racing）,nycu,club,任務性社團,true,學務處社團介紹頁列出；光復校區
instagram,nycu_vulpes_racing,陽明交大青年方程式賽車隊（NYCU Vulpes Racing）,nycu,club,任務性社團,true,搜尋結果佐證（IG 帳號頁）＋車隊官網；光復校區
facebook,https://www.facebook.com/groups/146509856065444/,交大科技教育研討社,nycu,club,任務性社團,true,學務處社團介紹頁列出，為 FB 社團(group)；光復校區
facebook,NYCUPCCA,交大程式競賽社（NYCU PCCA）,nycu,club,任務性社團,true,搜尋結果佐證（FB 頁 @NYCUPCCA）；學務處頁列舊網址 NCTUPCCA，粉專應已改名；光復校區
facebook,nctuisa,交大國際學生協會（NYCU ISA）,nycu,club,任務性社團,true,學務處社團介紹頁列出；光復校區
instagram,nycu.isa,交大國際學生協會（NYCU ISA）,nycu,club,任務性社團,true,搜尋結果佐證（IG 帳號頁 NYCU International Student Association）；光復校區
facebook,nycu.meichu,交大梅竹後援會,nycu,club,任務性社團,true,學務處社團介紹頁列出；光復校區
facebook,https://www.facebook.com/groups/123630245307/,僑生聯誼會交大分會,nycu,club,任務性社團,true,學務處社團介紹頁列出，為 FB 社團(group)；光復校區
